,Name,Review Title,Rating,Reviewed Day,Reviewed Month,Reviewed Year,Verified Purchase,Helpfull No,Review
204,Amazon Customer,Worst Samsung phone i have purchased in my life,1.0,13,10,2021,1,1,Worst Samsung phone i have purchased in my life bad quality and design. Over priced and less featured compared less priced Samsung M32. Poor frint facing camera and fingerprint sensor and sound quality is poor and sometimes it hang software. Don’t buy the Samsung M32 5g.
205,Baisa Copernicus,Not fully happy for configuration,3.0,6,12,2021,1,0,"For the sake of 5g, felt like purchased low configuration mobile from Samsung. Not happy with display, battery backup and camera in low light area. look wise it's good but it's not able to compete with other market leader mobiles within this price range. Mi, Redmi, one plus are best in configuration in this price range."
206,Alok Pandey,Taking log to charge,3.0,4,10,2021,1,3,It has a fast charging but it took approx 3 hours to full charge
207,Sukumar Jana,"Which I received by Amazon, its not working since 28th September",1.0,10,10,2021,1,2,"The media could not be loaded.
                



 All the settings have done, still that network issue is pending.If company can replace this mobile it will be really great 👍"
208,Iffat,Good  phone,5.0,6,9,2021,1,3,Good phone at this price range. Handy to use. Sleek design  and specially  back is stylishly.
209,Amazon Customer,performance doesn't correlate with specs,2.0,12,3,2022,1,0,">fingerprint doesn't work even with little moisture, dirt>battery is poor, drains out fast and takes 2hrs+ to charge from 20% to 100%>call quality is fine>doesn't have screenshot feature which even basic phones have-has a screen recorder which is useless>hangs sometimes>camera isn't up to mark, especially with flash-not sure what advantage 3 back cameras give"
210,Shiva.gt,Completely let down from samsung India,2.0,31,10,2021,1,1,"Samsung India disappointed a 10 year samsung customer. Poor display,poor battery life completely disguised me with a 5G bait to go forthus under performing phone"
211,Amazon Customer,proximity sensor issue,3.0,9,11,2021,1,0,"i had faced a problem while receiving a call,  screen goes off while device touch or near to ear, but while call ended the screen goes off and black continued,Today visited samsung care center & had factory data reset too, and getting latest software update also but the proximity sensor not getting back on my screen to do it on or off,Now, I made a request with Amazon team to replace it, awating the needful support."
212,Lalit Thakur,Sound quality,3.0,21,11,2021,1,1,Overall its a good phone... But I found a little issue in its sound quality... Its little bit noisy... and Camera is preety good in this price range...Battery backup is also good(not best).... For long term use its a great option to buy this...Thanku
213,Mandula Shyamu,Not upto exceptions not worth for > 20k,2.0,16,10,2021,1,0,Display brightness automatically not changing.Battery getting discharge faster.Camera not good.Phone calls not clear in loudspeaker.Mobile Hotspot issue .Overall product not to worth for >20k
214,Jasveer Singh,Don't go for it,2.0,29,10,2021,1,0,Battery life is worst. Should go for other brand as on this price at least Battery must be strong. SAMSUNG IS claiming 5000 mAH but this seems to be 3000 mAH. NOT A GOOD BUY.
215,atul,Not up to the mark,3.0,14,10,2021,1,0,Review after using 12 daysSamsung M32 5G smartphone is an average phone. It comes with smart charger for 5000mah battery but it takes about 2 hours to charge the phone to 100%. Screen display is not that great as compared to other phones in the same price range. No transparent back cover provided in the box. I felt a slight delay in touch on the screen. cameras are also not that great.
216,Ashish Roy,"Worst phone by Samsung at this price, please don't buy.",1.0,3,1,2022,1,0,"Phone is super heavy. Facing issues with incoming call volume, which the technician cannot check as it's not in his service policy, ""strange"". Doesn't have any significant pros as compared to other brands of phones. Got trapped by the mixed reviews and extra credit card discount on the product. Overall didn't like it. Want to return the product. Won't recommend to buy this."
217,Jerson Immanuel,Worst series by Samsung,1.0,7,3,2022,1,1,Last year I bought M30s it went auto restart problem and checked with service center they told motherboard need to changed and it cost 7k now I hope these issues are covered in M32
218,Amazon Customer,Worst Experience ever,1.0,16,12,2021,1,0,"This is waste of money phone. Worst product from Samsung. I have been using Samsung phones from day 1 this phone broke the trust I had. The phone heats up like an oven, if you touch the lock buton you can burn your finger. Charger is of cheap quality. Battery drains like anything. Camera is low quality. Overall worst product."
219,Bhanuprakash,Worst mobile ever by samsung,1.0,7,11,2021,1,1,"Battery backup is poor,, camera quality is average. Phone brightness is poor not visible in sunlight.. mic quality is also poor..Not recommended to anyone to buy.Total waste of money..."
220,Veman,Don't buy any midrange mobiles,1.0,18,10,2021,1,1,Expected a lot about this product.One thing i can say don't go for any samsung mid range mobiles.. Actually they are not worth at all at those prices.Go to nearest samsung store. have a look and then take decision.
221,Amazon Customer,Lot of bugs are there,3.0,28,2,2022,1,0,1) Temporary error message coming while restart2) 'Sorry of inconvenience' message disturbing whenever getting notifications3) Samsung heath app is counting steps while traveling  (not only during walk)4) Displaying good signal coverage when no signal coverage.5) very Low network processing speed during partial network coverage ( same signal range redme mobile worked fine)
222,Nitish,Camera is worst,1.0,18,12,2021,1,0,Mobile look is nice but the camera the worst those who like photography please my suggestion is not to buy this phone it will highly disappointed.....As the day passes the phone processing is going down/ it working very slow
223,Arvind Maurya,Heating Problem,1.0,3,10,2021,1,2,Don't buy this Phone because it is too hot even after using 1 hour NO RETURN POLICY IT HAVE ONLY REPLACEMENT OF PHONEAnd no support provided by AMAZON
224,Amitkumar,Bundle connection of wifi,1.0,25,10,2021,1,1,There is a 3rd product of Samsung Galaxy series in our home...N all 3 r same problem to connect with wifi in our home...So disgusting...In just 5 hour i blamed myself foolish to choose this product...In other handset just 5 second to connect...
225,Aakanksha,Worse Camera Quality; Battery doesn't charge beyond 95%,1.0,12,2,2022,1,0,"The quality of camera is worse, poorly pixilated. I've seen a much muuuch better quality of camera in 7-10k worth phones.The battery doesn't charge beyond 95%, seems defective.I regret buying this phone.It's a 1 out 5 star experience and I'd definitely NOT RECOMMEND anyone to buy this one.You can get a much better phone in half of its price.Disappointed!"
226,Deepika,Should give only negative Star rating. Selling defective item in the name of offers.,1.0,16,12,2021,1,1,"Totally waste item, mic not working properly, sound effects picture quality all  waste. Amazon bringing your reputation down by selling such defective electronics in the name of offers."
227,Ankit,Don't waste your money on this,1.0,7,10,2021,1,1,Worst display quality ..Low quality screen..The phone is not worth more than 6-7kBad speaker qualityOverall one of the worst phones by samsung
228,Girish,Good and worth for money,4.0,10,1,2022,1,1,"Using since 2 months,good battery life, using for kids online class, entertainment, used zibronics, and other sound system, this looks value for money and better than them."
229,Arpit Mishra,Life's biggest mistake to buy samsung phones,1.0,27,11,2021,1,1,I bought Samsung m32 5g and I'm very much disappointed because it's weighted product. I feel cheated after buying this phone. Not happy with this phone.....
230,Wasim Ali,Fabulous smartphone for non gamers.,4.0,27,11,2021,1,0,"If you don't play games too much like Pubg, COD and other high graphics games than this smartphone is best for you.Camera quality is awesome and as you know the display quality of the Samsung smartphone.Overall review after using this smartphone for 1 month. If you're looking for 5G smartphone under 20k than you should definitely go fo it."
231,Satyanarayana Murthy,Flinger Sensor is not working properly. No additional Memory port.,2.0,20,11,2021,1,0,Finger Sensor is not working properly.  Power Botton is for Finger Sensor. It's a very small area for FingerNo additional Memory port.One dedicated Sim port and the second one is for a common port (Sim or Memory).
232,Ravish kumar,Worst product.,1.0,4,3,2022,1,1,"The battery drains immediately. The most important thing is that the mobile is very hot, while the mobile has been ordered online on 08/02/2022.  According to me M32 is the worst product of Samsung.  23000/- is equal to throwing in water."
233,Dr Shantaram S Kudalkar,Very attractive and slick model,5.0,6,9,2021,1,2,A product worth your money
234,purna chander,Waste product,1.0,9,10,2021,1,1,"Waste of money sound quality veryless & amazing return/replacement policy is worst,  not able to return or replacement  option,  it's asking to download app,  but still not working"
235,srini,"Not getting ON, don’t buy this",1.0,28,1,2022,1,0,"Used for three months, had no issues , Tried to take screen shot few times and phone screen started showing some weird patterns and got OFF forever. Not getting on 😭"
236,Dheeraj kumar,Nice phone,5.0,26,12,2021,1,1,I would like to tell him memory card & sim card slot is same that's is not good I have memory card & two sim but I have not use my memory card in this phone.This is not right kindly all slot giving in this phone .
237,M.R.Dash,Very Good Phone,5.0,17,2,2022,1,0,I like the phone. Cost wise the phone is of worth considering features loaded. The battery duration is quite good at this initial stage of operation. Several features are there which are to be explored yet.
238,Priyank,On going call internet is not working.,1.0,30,9,2021,1,2,On going call internet is not working and it is very problematic
239,Atul Paratane,Have average phone,2.0,19,10,2021,1,0,"Not satisfied with phone performance.It us slow in responding, battery is getting drained in 7 hours time. I had used consecutive MI phones, and comparatively they are faster and better in same cost."
240,Amazon Customer,Screen flickers and doesn't  allow to di any thing on mobile,2.0,19,9,2021,1,1,"Hi,Mobile screen flickers for 2-5 minutes and does not allow to do anything on mobile,  many apps gets open and close on their  own. Is it a bug or a individual mobile issue?"
241,Darshna,Not worthy,2.0,30,12,2021,1,0,"There is nothing good about the phone except 5G support, and that too of no use until 5G network gets commissioned.Bulky, average speaker, average camera, average battery life and a below standard TFT display for that huge price tag.Not done “Samsung”, not at all !"
242,Arun,Bhai socho mat lelo,5.0,21,12,2021,1,0,Bhaiya Gazab bawal chhez hai be lelo sb hater aye hai yahan tatti krne but mai bol rha hun tum log lelo gazab phone h ek dam jhakas maine ye phon 15k me liya offer me 15k me best phone hai ye or 20 k me iqoo z3 5g hai but dono gzab hai mai iqoo ko 8 mahine se use kr rha hun or samsung ko 2 mahine se lelooooooo best deal in 15k
243,AmazonCustomer,Thik thak,5.0,9,1,2022,1,1,"Fast refresh rate would have been better, other wise 16999 is decent price, fast no lags and smooth working, bought for my dad he loved it."
244,Srikanth Nalla,Major issue  with the display,3.0,6,9,2021,1,3,I am upset with the display...
245,Anonymous,"Worst mobile , full waste of money",1.0,5,11,2021,1,1,"Worst mobile ever by samsung. Exynos processor is better than this processor. U cannot type some times as phone hangs. Draw features not working if u draw any share like circle , ellipse or any it will show lines. Make fools whoever bought this mobile"
246,PARESH R. PATEL,Good Phone,5.0,19,11,2021,1,0,"As usual,  you can never go wrong with this Samsung company. The only thing to worry about is your signals from Jio and vadaphone or idea"
247,Aaxay,DO NOT BUY !!!!,1.0,15,10,2021,1,1,"Writing this review after using it for 10days :1. Display goes blank, after using for 10min each time.2. Bluetooth no responding.3. Phone heats-up after normal use"
248,Ajay,Not worth more than 12k,2.0,2,10,2021,1,1,Wifi interference with Bluetooth.  The wifi speed reduces when connected to any Bluetooth devices. The only pro of the device is its battery life. The camera is pathetic.  Not worth more than 12k for this device. Trust me
249,Amazon Customer,Not a good phone in this price range.,1.0,21,10,2021,1,1,"Actual price of this phone should be up to 10000. They are looting money from customers in the name of 5G. No Amoled display even after a price tag of 19000. Battery backup is average,  charging is slow."
250,Naresh pachori,Fast charging support not works,1.0,4,10,2021,1,2,Hi as I have bouth this .fast charging suy not works . battery life are too bad. Not recommended to any one for buying this
251,Poonam Kanwar,Battery not working properly,1.0,1,10,2021,1,2,Battery life is not as promised
252,ashok,It is early to give feedback,4.0,27,1,2022,1,0,It may take some time to test all the details to give feedback .Anyway brand samsung is well know .Let me see and give you feedback later
253,Amazon Customer,Not value for money,1.0,11,10,2021,1,1,"On this phone only one sim and one memory card can use, new phone so many problems sound problem, its not good, Amazon not refunded money still I am waiting fast 20 days."
254,Rakesh yadav,Good camera and video quality,5.0,14,9,2021,1,3,The phone has a nice camera
255,Arya,A good buy,5.0,15,12,2021,1,0,"I purchased during great indian festival Amazon 2021, gifted to my mother and she s really happy...I got in a great discount,I got it without any damage and still working without any issuesThanks Amazon"
256,ASHOK,phone is not worth  amazon pleaselet me know if replacement with another brand is possible,1.0,9,11,2021,1,1,"Sound quality worst, battery being consumed rapidily, Samsung phones are suppoaes to be high standard products but this phone M32 5g  is much below the expextations"
257,Celeste George,Regret buying this from Amazon,1.0,23,10,2021,1,1,I ordered this as a gift... very disappointedAs cnt make calls or receives  calls cnt hear anything.Calling is the most basic  feature of any phone....very upset and disappointed
258,Vijayabharathi V,Battery charging is NOT working within 3 days of mobile delivey,3.0,14,11,2021,1,0,"The mobile charging is not working at all through the socket charging. It's vey weird when I connect to laptop, the mobile is getting charged up, but too slow.... Need attention for replacement and additional screen guard cost that I have spent another 1,300.00 rupee...Vey bad experience in 4 days of mobile delivey"
259,ASISH DUTTA,Camera features are excellent,4.0,17,12,2021,1,0,I bought this Mobile recently and found camera features are excellent. Ready to operate in 5G network. Value for money. Will recommend to buy.
260,Rudolf,Phone get heated while charging,3.0,11,12,2021,1,0,Phone gets heated while charging. Fingerprint sensor not reading fingerprint of old person. These are two drawbacks I found.
261,Suryapratap Singh,It was a very bad experience,1.0,9,12,2021,1,0,"Very bad camera quality what should happing after sell anything and don’t owe the responsibility of customer service  I brought this one smart phone ,  bad experience for me , overall I’ll try to return it in return prior but I can’t because of seller policy, the seller policy is not helpful for customer, policy is for seller"
262,munender,"Worst phone signal not coming, in mi or other phones getting good signal in same place",1.0,23,10,2021,1,1,"Worst phone signal not coming, in mi or other phones getting good signal in same place"
263,puran kapoor,After every 10 to 15 minutes disconnect the video call,3.0,26,9,2021,1,0,Wi-Fi connector is very weak. Disconnection of video calling in 10 15 minutes due to internet in this instrument only. All other instruments are remain connected with Wi-Fi internet.
264,Deendayal meena,Performance is very bad,2.0,1,10,2021,1,1,"I was purchased this phone in 18 sep. 2021, but in these days  this phone hanged many times, it's bettery life  is not good  as any  orther phone in same range. Processer Performance is very bad."
265,sangeetha manikkam,Too bad,1.0,14,11,2021,1,0,5g Samsung bought on 10 October suddenly had display and mother board  problem with in a month .I asked for replacement new mobil but Samsung answered buying  in Amazon is not applicable for repayment  if buying in Samsung show room its possible for replacement  this is responsible  answer fro Samsung  .......
266,Amazon Customer,It's waste of money phone,2.0,12,10,2021,1,0,My honest reviewDon't buy this phone at allScreen looks very dullNot at all worth 17 k phoneSamsung making pple fool by just adding tag of 5 g phoneCamera not good at allI wld suggest not to go for this phone and waste ur money ...I already wasted mine ..
267,Nidhi Saxena,Awful experience...defective product received,1.0,7,1,2022,1,0,I purchased this phone just 2 days back...all is working well but the homescreen background is coming hazy...I tried all display background brightness settings etc but it didn't help  . Can someone throw some light on this
268,Maulik Makwana,Lower level 5G mobile,3.0,31,12,2021,1,0,Camara quality is poor looks like 8 megapixel.1.5-2 hours to full chargeMy phone looks like used even its shield pack. There is dust in mobile charger and cable.I see no other issue for now.You can not use 2 sim and memory card together
269,Ashish Agrawal,Not as expected..... Does not have many preset system functions .....,3.0,13,10,2021,1,0,Does not have any built in ...on screen...screen shot function...... To take screenshot one has to press power key and volume down button which is not a convenient way....... Many more preset system functions missing.....
270,manoj saroj,This phone not work properly,1.0,8,11,2021,1,2,"The media could not be loaded.
                



 Dear  sir  ma'amThis phone is not work properly soRefund my money because network problemsThis phone is not good work please refund my money"
271,Amazon Customer,"Samsung phone Mic issue , Kids voice is getting cancelled during video calls",1.0,13,1,2022,1,0,I am facing issue audio on loud speaker for kids especially is not working during video calls.it's brand new phone and it's giving problems from now so far I have bought only samsung phones since last 10 years and now samsung is breaking that trust
272,Phaneendra,Good Phone at this budget,5.0,24,9,2021,1,0,I personally liked the phone very much... Design and Photo clarity are my favourites. Nice phone at this price range. Better than China one's.
273,Geet,Good Phone,5.0,9,1,2022,1,1,"very Honest Review, I bought M32 5g and Oppo A74 on Dhanteras offers, both the phones of the same range and same features, the performance of Samsung M32 5G is better in compared to Oppo A74."
274,Sarit,"5G is only advantage, Dont expect much.",3.0,22,9,2021,1,0,"Camera is awful, 5G is advantage only ( though  unverified). Wont recommend to buy. M31 is best compared to M32 5G. Front camer (Selfie) is worst. I use M31 for camera purpose."
275,suhas s.,Good one,4.0,6,11,2021,1,0,Phone is good it's a 5G but with all old features for screen shot even no other new features got this phone in 10 k in exchange so for me it's good deal
276,Deepanshu,Overall not so good!!,3.0,1,2,2022,1,0,"The device is pretty much good but I wouldn't recommend it. There are other devices within the same price range better than it but they don't have 5g.Camera quality is not so good, it's average!Battery is pretty much good.The so called '5g' doesn't seem to change much in speed!..."
277,GrG,Best 5G MOBILE FOR CAMERA AND DISPLAY QUALITY,5.0,30,11,2021,1,0,"I liked the camera and display.I dislike the position of the finger print reader, better it was at the back as in A 30.I also dislike the hybrid feature, better it allowed 2 Sims and 1 memory card feature as in A 30"
278,Abir Roy Choudhury,Cheat Customers,3.0,22,10,2021,1,1,Guess Amazon has started to cheat customers. This mobile battery isn't that great! Guess you sell refurbished products as brand new and cheat customers.
279,Amazon Customer,Good phone,4.0,3,1,2022,1,0,"good looking, camera quality is good. Check the video,photos for seeing quality of camera.over all phone is very good. Internet is faster. Battery is good but it should be more for this phone.Sound quality is good. I bought 8gb mobile performance is great after I installed may apps."
280,Jain jitesh,Very bad cashback also not give it's real bad and product also bad it's true,1.0,8,3,2022,1,0,Very bad cashback also not give it's real bad and product also bad it's true  next i will never buy with Amazon this is last order finally
281,Amrit Choudhary,Worst product from Samsung,1.0,17,1,2022,1,0,I am using Xiomi since 5 years and this time switch to Samsung. Its worst product from Samsung. Lots of problems with Interface. Camera is worst in class. taking too much time for charging. 10000 worth mobile performs much better from this Samsung.
282,Mufassil Usman,Terrific handset at Reasonable Price,5.0,12,1,2022,1,0,"The Battery life , is quite good. Thus the fast charger helps to charge it fastly. And hence the 8 GB RAM makes the handset to perform fastly. Also the camera quality is good and charming"
283,Samrat Naskar,"Don't waste your money,",1.0,15,10,2021,1,1,"Don't waste your money, in 17000 rs, there is lots of options for 5g,Camera quality is  just waste, display is too..Please don't waste your money."
284,Sport's,Only negative is display.,4.0,10,11,2021,1,0,All fine.Camera and processor all working fine.The only major defect or negative is its display.
285,Dr.Abid Bashir,Disgusting very bad experience on buying this fake item.Let me observe the replacement item before,1.0,14,10,2021,1,1,Had purchased for camera feature but found Worst camera quality..... even being so costly phone.... seems cheating in business.
286,Anil Singh,Camera quality is not good😕😕😕,1.0,9,9,2021,1,3,Camera quality is not good 😒😒😒
287,Priyanka,Camera not impressive,4.0,7,12,2021,1,0,The camera is not impressive as compared to other competitors. The phone screen seems big and has slightly heavy body. Other features are same like other Samsung phone.
288,Mohammad Zubair,Hanags way too much,1.0,30,10,2021,1,1,It is not even one month since my puchase and the device hangs like it is having a RAM of 512 MB even with 6 GB RAM. Not worth the money.
289,Aishwarya Raman,Samsung M32 5G Phone,5.0,8,9,2021,1,2,Excellent Product and using it for last one week. Waiting for 5G services to start in India.
290,R.V.VIJAYA KUMAR,Excellent mobile!,5.0,13,11,2021,1,0,Excellent mobile! Needs more software improvement to compete with other mobiles in market and little price offers will push this mobile the leader in the segment.
291,Amazon Customer,"Overall a very poor quality phone,I used samsung product for decades but no moret",1.0,12,10,2021,1,1,"Poor resolution,poor battery ,poor touch,poor camera poor screen ...Inferior than older galaxy A10 which I was using before this,pathetic customer care response, I m cheated by Amazon to be frank"
292,Surajpuru,Good value for money,5.0,21,2,2022,1,0,Bought it for my daughter. She liked it and has been using it for school and college work without issues.
293,Sravanthi,Over heating.. 🔥🔥🔥,1.0,15,11,2021,1,1,"Over heating, got this phone on 20 days back... The phone is over heating while using...and even phone is hanging while using...  Never expected such a poor quality of phone from samsung...."
294,Amazon Customer,just wow,5.0,24,11,2021,1,0,one of the best budget friendly mobile from samsung. i have purchase for my wife and mom.. both are loving it.. build quality and feel is awesome
295,E. Karunya kumar,Excellent mobile,5.0,9,9,2021,1,2,Excellent mobileAll feature with  high performance
296,Salil,The product is good,5.0,26,12,2021,1,0,The finger reader is good. A very good battery life. The quality of the photos are very good.The purchase is worth the money.
297,mayur jansari,Keep Restart at least 10 time automatically. after some time display also not awake.,1.0,26,11,2021,1,0,After update phone will be restart approx. 10 time in row. this restart problem accrued min 8 time in day Power button not awake screen after click. more than 50% time power button will not awake phone. after 11 days this problem accrued so unable to replace product. worst Samsung m32 5g phone.
298,Srinivas,Low quality with high features,1.0,18,2,2022,1,0,Quality of the mobile is very bad. Not worth for the price.Device is getting hot if we talk for 5 to 7 mins
299,Sauvik,Basic phone in basic price,3.0,22,9,2021,1,0,The phone is ok wrt its price.Takes quite a long time to charge(more than 2 hours)Battery keeps up all day.Camera is ok but not quite functional in pro mode.There is no split screen/app function available in this set.All in all for basic use its good.
300,Thirumalesha D,Bad,1.0,10,10,2021,1,1,"Display,  sounds and camera  not good.  Very  bad product.  Totally  poor quality mobile. Money  waste.  Don't buy anyone. I don't  feel like Samsung mobile. Packing is not good."
301,Nikhil,कैमरे के शौकीन सेल्फी के दीवाने इस मत ले,1.0,12,10,2021,1,2,घटिया कैमरा है बेकार फोटो खिंचता है मत ले भूल कर भी मत ले
302,Julian Christian,Price & charger,1.0,21,1,2022,1,0,Charger is not fast charger now this product display on Amazon store fast charger and price also i am purchased on 23rd December Rs.22999 now this price is Rs.18999 within one month price change this is i am not accept and pls replace my charger
303,Tarun,Overpriced phone with average specs.,2.0,29,1,2022,1,0,"The product received has scratch on its back also despite of being in a 15k+ price range samsung is too cheap to provide screen protector, back cover and ear phones with phone."
304,Upendra Rawal,Major camera issue,4.0,3,3,2022,1,0,"If you try adjusting exposure and click, the photo just comes white. Thought its a software bug but after all resets and updates and contacting samsung, it still has no resolve. Besides that, a good phone overall with good camera and average nightography."
305,Anand,Nice phone,4.0,24,12,2021,1,1,Over all good phone in 15k.
306,Tulika Dhar,Nice one,5.0,14,12,2021,1,0,I didn't buy Samsung mobile from a very long time for the reviews I got earlier. But this mobile really worth every penny. This is a gift to my husband and he is really happy after 3 months of use.
307,Rohit Saxena,Screen Display got blur within 5 min of unboxing,1.0,12,10,2021,1,1,Product packaging was good. Product was sealed packed. Phone was brand new piece. I opened it to get started. After 5 min the display screen started showing lines and display was blur.
308,Priya,M52 is not up to my mark,3.0,16,1,2022,1,0,Battery life is good works full one dayTouch and senser is also goodI thought camera would be good but it is one of the worst part of the phone it's camera is like old phone which we used to use 4-5 years ago
309,Tejendra tejeshwi,It's a cheap phone which is future ready for 5g.,5.0,3,3,2022,1,1,It's one of the best and affordable 5g phone with a good camera quality and with the speaker even better than before.
310,Rahul G,Product is region locked,4.0,18,1,2022,1,0,"If product is region locked if u travel overseas you cannot use it, someone mention this while selling"
311,Sasanaka Kasyap,Need to see the sound,3.0,22,10,2021,1,1,phone look good but (i) sound was very low. (ii) only 1 sim + 1 memory card. (iii) If we keep 2 sim and memory card not possible. (iv) cost was high.
312,Suchet,Bad screen like 2010 era phones,1.0,9,11,2021,1,1,Screen is really bad and pixelite... Dont ignore screen related reviews..
313,Bk,Decent phone,5.0,11,12,2021,1,0,"Looking for a good phone,Go for it..I never played game so can't tell performance of high load.Well it is good for daily use..Camera is fine..And all other facilities are good.It charges fast, battery back-up is also too good."
314,Abhishek varma,Too slow charging,2.0,2,1,2022,1,1,1.battery life low.2.slow charging3. Not impressive
315,Tejashri Shimpi,Good one,4.0,1,12,2021,1,0,"Mobile doesnt have a hanging issue, screen is great but camera quality is not up to the mark as well as finger print is not as such sensible...slight disappointed in this to things..rest of all its a good deal"
316,Prasanth,Very good,5.0,6,2,2022,1,0,It's goods for 15 k I bought on independence day offer actual price 20 k not affordableGood performanceBattery goodCharging speed goodOverall iam Fully satisfied this product
317,yogesh kumar nama,Raddi phone...,1.0,12,10,2021,1,1,Wrost phone.....
318,Ganesh Pidaka,Heat generated,1.0,31,10,2021,1,2,Mobile heating generatedWorst  for priceThis is waste for money
319,Ashish,Nice screen guard with good customer service,5.0,22,11,2021,1,0,Screen guard is of good quality with pretty easy instructions to apply. Clarity and responsiveness of scratch guard is nice without any lag in touch. I had an issue with screen guard due to courier service for which customer service was prompt in helping and replacing the same.
320,Tina malik,Best phone under 23k,5.0,19,2,2022,1,0,"Camera is good, speakers are also good, battery life is superbOnly thing that is not good is only display, they can give amoled, but there is tft display, which not very good, it's average"
321,Krishan Kumar Kumawat,Combo of all features,5.0,5,1,2022,1,0,"A best phone in this budget. I got it below Rs. 15500/- during sale, discount and card offer."
322,Lokesh sharma,Camera quality very poor.,1.0,15,1,2022,1,2,Samsung M32 5g worst mobile and very poor quality. Radmi good butter for Samsung.
323,shilpa,Nice phone ever,5.0,29,11,2021,1,0,Phone running smoodhly...camera is too good..👌 not so much weight...easily carried...i like it..
324,Khaleel,"Problem  with charging  cable, no earphones",3.0,10,11,2021,1,0,The length  of charging cable is worse and they promised the earphones on the website  but not given ...and they not have completed  the formality....no back cover and tempered  glass gvn which every brand  offersAnd Amazon  delivery  is super worstTq
325,Sumit Joshi,Smooth as butter,5.0,24,2,2022,1,0,"Fingerprint scanner is good, but doesn't respond immediately one back cover is provided, battery backup is good and fast charging is also enough to get the job done for the day. Camera quality is good in bad lights also, and multiple options are available in videography also"
326,Pustam S.,Not normal audible of call to other side/receiver,3.0,16,11,2021,1,1,Voice of call is not normal and not good.Voice of call not audible to other side.Always within a second starts breaking/disorder sounds.Please take care of it urgently.
327,Sameer,Screen quality abs camera is pathetic from samsung,1.0,8,10,2021,1,1,"Screen quality is too bad from samsung, camera also not upto the mark. The worst phone ever from Samsung. Need my money back. Such a waste in quality in a brand like samsung"
328,Sanjay Rai,Fast  netspeed but average camera and poor display,3.0,5,10,2021,1,0,Pros.Affordable 5g mobileFast net speed.SAMSUNG brand.Cons.Poor display HD+Slow charging of battery.Average Camera
329,Bala,Good product,5.0,2,1,2022,1,0,The speed is not much for 8gb RAM. Camera quality is still not upto the expectation of 48mbp
330,Chaitra,Good phone for this price range from Samsung.,4.0,1,2,2022,1,0,I like the phone alot I'm writing the review from the same phone. Everything is good about the phone but the only one con I feel is that the wifi gets disconnected quite often. That's the only draw back of this phone.
331,Mohit,Getting what's  expected,5.0,29,12,2021,1,1,Bought the 6 GB vraiant at 16k. It has all the things which are expected at this price. Battery life is good. UI is smooth and experience  is good.
332,Sumit,I got dark circle in the screen of this phone.,2.0,2,1,2022,1,1,"The media could not be loaded.
                



 Dear Amazon team,i purchase  samsung a32 5g phone from amazon and Which I got dark circle in the display of this phone, which is very wrong.When we receive such wrong things, we change our mind to buy online."
333,Ranu,Very slow charging,1.0,6,2,2022,1,0,Very slow charging ...It is taking around 4 hours to complete the charging of mobile...Finger print sensor is a big challange to unlock  the phone...Camera quality is ok...But phone asthetic is very very simple...It does not look like 23 k range mobile by look....
334,Tenzin Kalsang,people fear of buying phone or electronic device in online because of duplicate item,3.0,3,11,2021,1,0,My charger is not working as it’s been only three weeks  since I bought it when I showed the charger to shopkeeper of cellphone he told me that it’s a duplicate charger. And I don’t like the front camera as in pic it feels like so may edited kind of thing. Rest are good
335,Nitesh kaul,"Front camera and display brightness quality is very poor, a blackout is visible",1.0,7,11,2021,1,0,"The front camera quality of this handset and the brightness quality of the display is very poor, the brightness quality of this handset is showing blackness like watching videos on YouTube and operating the front camera picture, the quality of this handset is very poor."
336,Manish,Over all its average product according to price .,3.0,25,9,2021,1,1,"I have spend 22k just for a 5G phone with brand name of Samsung .Phone is almost average working , few things can be improve like camera/battery back up."
337,kirti,Good phone with decent price,5.0,11,3,2022,1,0,Good phone with decent priceGood features and camera quality is niceLow budget good feature phone
338,yogesh,Bad product,1.0,22,10,2021,1,1,"Realy bad product, camera not working perfect and i have many time compaint again this product but amzone not respons. So my experience totaly paisa barbad product."
339,KN Krishnan,Not as best one as expected,3.0,18,10,2021,1,0,No dual sim if SDcard inserted. No provision for dual sim separately  as shown in manual
340,Parthasarathy Kalachandran,"Poor quality mobile, display malfunctioning with in couple of months",5.0,23,1,2022,1,0,"Very bad experience with this product,  display had problem and company not accepted for replacement and suggested for repair. But even after repair new problem started in display. Entire set returned to the company service center."
341,Prashanth V Sastry,Best,5.0,21,11,2021,1,0,I return this mobile because charger was problem. But mobile is excellent. Highly recommended.
342,ahmed,dont buy this phone,1.0,13,10,2021,1,1,i ordered samsung galaxy m32 yesterday today i got delivery. phone is restarting automaticly and touch is not working. so i am going to return it.
343,ramana,true Boss,5.0,21,9,2021,1,1,"amazing product as per preview before launching, feel good to purchase, design good, sleek model, nice colour over all performance excellent."
344,Ketan,Very Bad Display Quality,1.0,22,10,2021,1,2,third class display quality. Before purchase read online review for display
345,Sahil bharwal,Good for a start,4.0,21,9,2021,1,0,"The Device is great as per the Samsung standards, worth buying and fulfill all the necessities"
346,Srinivas,Phone hangs,1.0,13,2,2022,1,0,Phone hanging from Day 1. Use the phone for normal work and still the pPhone hangs once almost every 2 times I pick up the phone. Twice already as I write this review
